ID do Produto;Nome do Produto;Categoria;Quantidade Vendida;Data da Venda;Região de Venda;Pais; Preço Unitrio ;Desconto (%); Valor Total de vendas ;Valor de desconto; Receita Total 
619c152c-195f-46ab-94d3-3dc54e6258f8;Commercial;Móveis;22;26/04/2024;Leste;Brasil;R$ 120,56;9,94;R$ 2.652,32;R$ 263,64;R$ 2.388,68
a37e4e79-cb2f-43a6-87c7-1e3e6aa0fb2b;However;Eletronicos;38;06/12/2022;Leste;Brasil;R$ 167,09;10,68;R$ 6.349,42;R$ 678,12;R$ 5.671,30
32fca0a8-2c5a-4e6d-a01e-4463109fd66f;Black;Móveis;48;04/11/2023;Sul;Brasil;R$ 186,70;10,65;R$ 8.961,60;R$ 954,41;R$ 8.007,19
d62557f3-77f3-4440-bf0d-0e143d1e362b;Glass;Roupas;25;02/04/2024;Sul;Brasil;R$ 51,08;16,43;R$ 1.277,00;R$ 209,81;R$ 1.067,19
c7efa2f3-5771-4929-8ceb-b6c4f09a132e;Security;Livros;48;15/02/2024;Oeste;Brasil;R$ 20,24;7,69;R$ 971,52;R$ 74,71;R$ 896,81
efeef998-758f-4358-ab4d-6b0110159985;Suffer;Móveis;48;28/07/2023;Norte;Brasil;R$ 146,37;11,62;R$ 7.025,76;R$ 816,39;R$ 6.209,37
49c90472-1433-4d3b-9c94-3908525639fc;Mrs;Eletronicos;16;05/02/2023;Norte;Brasil;R$ 65,74;8,44;R$ 1.051,84;R$ 88,78;R$ 963,06
d79e54fb-666f-4061-a181-d94dc4e9461f;Civil;Alimentos;28;17/04/2023;Centro;Brasil;R$ 145,73;11,56;R$ 4.080,44;R$ 471,70;R$ 3.608,74
60b4493b-b98b-486b-8121-f07a9624d1e7;Today;Alimentos;14;07/10/2022;Leste;Brasil;R$ 52,76;13,87;R$ 738,64;R$ 102,45;R$ 636,19
682d2e6b-d9b4-4887-9e0b-d9a70488d014;Data;Livros;10;19/10/2022;Norte;Brasil;R$ 39,40;14,97;R$ 394,00;R$ 58,98;R$ 335,02
f367c381-c0fb-434f-a44b-4ff6b9b3ecd9;Price;Eletronicos;7;28/01/2024;Norte;Brasil;R$ 53,55;14,06;R$ 374,85;R$ 52,70;R$ 322,15
b10897f2-3e13-45be-8ae1-4f949e3bcf66;Push;Móveis;12;13/05/2023;Oeste;Brasil;R$ 60,64;4,7;R$ 727,68;R$ 34,20;R$ 693,48
605c89e0-b175-4d07-a880-bb52db5b5c5f;Force;Roupas;14;15/01/2023;Oeste;Brasil;R$ 92,41;0,06;R$ 1.293,74;R$ 0,78;R$ 1.292,96
1677221c-5147-4dec-b1e0-4c77b6c702b7;Black;Roupas;18;06/06/2023;Centro;Brasil;R$ 128,94;19,88;R$ 2.320,92;R$ 461,40;R$ 1.859,52
6b74485c-3290-4402-8d60-56fed11d8d03;Significant;Eletronicos;29;09/04/2024;Leste;Brasil;R$ 58,01;0,34;R$ 1.682,29;R$ 5,72;R$ 1.676,57
097ef6c2-b83e-41fd-8f1b-448929d27c48;Particular;Móveis;27;03/03/2023;Centro;Brasil;R$ 157,35;11,17;R$ 4.248,45;R$ 474,55;R$ 3.773,90
fe8140fb-2d7d-472f-acdc-7aae91647a03;Property;Eletronicos;17;24/12/2023;Oeste;Brasil;R$ 20,60;19,15;R$ 350,20;R$ 67,06;R$ 283,14
fdf16c5c-52f5-41eb-a8ea-f2699f718365;Other;Móveis;38;26/01/2024;Leste;Brasil;R$ 194,65;18,42;R$ 7.396,70;R$ 1.362,47;R$ 6.034,23
3a5c2ff2-3179-4a32-960e-772c01a5be34;Center;Alimentos;4;30/10/2022;Oeste;Brasil;R$ 82,66;1,19;R$ 330,64;R$ 3,93;R$ 326,71
9c0039e8-0585-4add-8565-adcd4f1811b9;How;Móveis;32;27/04/2023;Oeste;Brasil;R$ 37,71;6,99;R$ 1.206,72;R$ 84,35;R$ 1.122,37
203a4e76-53c0-426e-abe9-3d141d202f59;Me;Móveis;35;20/10/2022;Centro;Brasil;R$ 91,07;16,98;R$ 3.187,45;R$ 541,23;R$ 2.646,22
0b2125fc-a8e8-40a6-85b3-8a297245dd51;Machine;Roupas;24;22/04/2024;Sul;Brasil;R$ 103,53;17,34;R$ 2.484,72;R$ 430,85;R$ 2.053,87
7902c52c-8df3-43c4-9eb0-bc94e5c71daa;Bag;Livros;45;30/10/2023;Sul;Brasil;R$ 148,31;16,38;R$ 6.673,95;R$ 1.093,19;R$ 5.580,76
e6ce0ff2-8734-4698-ad15-77f91b40ba2e;Best;Roupas;8;31/01/2023;Centro;Brasil;R$ 153,26;5,89;R$ 1.226,08;R$ 72,22;R$ 1.153,86
b5df370f-d156-4d7b-9b91-fcd229588ac7;Tree;Alimentos;21;04/03/2023;Oeste;Brasil;R$ 164,82;2,88;R$ 3.461,22;R$ 99,68;R$ 3.361,54
ee98c578-71d9-4d1e-b17c-bb89b424c031;Medical;Eletronicos;35;01/11/2023;Oeste;Brasil;R$ 159,74;17,07;R$ 5.590,90;R$ 954,37;R$ 4.636,53
d2ae773f-2f98-44f4-80c0-1e2c233126a6;Drug;Roupas;28;26/11/2023;Oeste;Brasil;R$ 8,86;19,44;R$ 248,08;R$ 48,23;R$ 199,85
63212cb8-e474-4bda-8d6e-27e4da88b179;Everybody;Eletronicos;31;11/07/2024;Sul;Brasil;R$ 79,38;18,26;R$ 2.460,78;R$ 449,34;R$ 2.011,44
3c632089-3260-49b2-9912-0484a678aeed;Knowledge;Roupas;44;25/10/2022;Leste;Brasil;R$ 171,54;4,85;R$ 7.547,76;R$ 366,07;R$ 7.181,69
c0357c65-462a-412f-a6c8-a4870efd146e;Medical;Livros;16;13/08/2023;Norte;Brasil;R$ 152,98;16,56;R$ 2.447,68;R$ 405,34;R$ 2.042,34
04a34fd9-467d-4e2c-b0f1-55ea791ce554;Include;Livros;18;23/04/2023;Centro;Brasil;R$ 184,70;1,12;R$ 3.324,60;R$ 37,24;R$ 3.287,36
322454ba-d7f4-4330-b5d0-dad5e874cfc3;Draw;Roupas;10;05/11/2022;Centro;Brasil;R$ 121,06;2,76;R$ 1.210,60;R$ 33,41;R$ 1.177,19
51a3d060-6fbe-4138-9635-4d86d79b4761;Second;Roupas;24;30/01/2023;Oeste;Brasil;R$ 34,80;19,24;R$ 835,20;R$ 160,69;R$ 674,51
61fffcd7-7901-4733-b051-30b6d46e62f7;Firm;Eletronicos;31;25/08/2023;Oeste;Brasil;R$ 146,70;14,08;R$ 4.547,70;R$ 640,32;R$ 3.907,38
d1a28534-7095-4041-91dd-c3fb7f974ed2;Today;Eletronicos;46;05/01/2023;Sul;Brasil;R$ 55,17;7,55;R$ 2.537,82;R$ 191,61;R$ 2.346,21
137aa9bd-1364-4994-b8a9-452026d26600;Ask;Alimentos;24;02/06/2024;Oeste;Brasil;R$ 95,41;0,53;R$ 2.289,84;R$ 12,14;R$ 2.277,70
4fe8b67a-21d1-4bcd-a9e2-5ce76d526df7;Person;Alimentos;20;12/05/2024;Leste;Brasil;R$ 93,45;19,3;R$ 1.869,00;R$ 360,72;R$ 1.508,28
747c7e7b-a93b-46c0-bfd4-d0acb674fe77;Nice;Roupas;2;11/04/2023;Centro;Brasil;R$ 78,15;7,43;R$ 156,30;R$ 11,61;R$ 144,69
ecc12da2-d5e9-4b58-b7e2-92d0d9bbc623;Reduce;Livros;42;20/05/2023;Norte;Brasil;R$ 123,17;14,03;R$ 5.173,14;R$ 725,79;R$ 4.447,35
369e8e47-9b68-42f2-bf28-782f5bebe851;Nice;Alimentos;39;22/12/2023;Oeste;Brasil;R$ 19,03;13,25;R$ 742,17;R$ 98,34;R$ 643,83
54c5ca19-ee51-4d0d-a102-bf7e9f81af6b;Theory;Alimentos;3;02/12/2022;Leste;Brasil;R$ 31,65;1,48;R$ 94,95;R$ 1,41;R$ 93,54
980b0eb6-1dcc-4c4e-80d2-3b8ab0a69c02;Data;Móveis;48;07/10/2022;Norte;Brasil;R$ 96,51;16,75;R$ 4.632,48;R$ 775,94;R$ 3.856,54
6033a0f7-7bca-4f8b-a457-3fa173ec1337;Theory;Livros;43;29/01/2024;Sul;Brasil;R$ 35,17;17,41;R$ 1.512,31;R$ 263,29;R$ 1.249,02
fda76db3-7c7d-4d45-a30d-5e42f101b027;Mrs;Eletronicos;4;14/11/2022;Norte;Brasil;R$ 41,98;0,6;R$ 167,92;R$ 1,01;R$ 166,91
58f4dc5c-58e2-4a4b-97a2-b2ea2f54644f;Truth;Eletronicos;45;20/09/2024;Centro;Brasil;R$ 7,50;7,3;R$ 337,50;R$ 24,64;R$ 312,86
68ff35be-3995-42ba-a2d0-197d361b4c0b;Commercial;Eletronicos;43;08/08/2023;Leste;Brasil;R$ 102,64;1,58;R$ 4.413,52;R$ 69,73;R$ 4.343,79
b201a33c-6266-4665-b198-3020cb122828;Push;Móveis;16;19/10/2023;Centro;Brasil;R$ 146,44;1,54;R$ 2.343,04;R$ 36,08;R$ 2.306,96
022f40a0-5b4d-4a5f-bb2a-6abf5f636738;Read;Roupas;17;29/05/2023;Norte;Brasil;R$ 100,83;11,38;R$ 1.714,11;R$ 195,07;R$ 1.519,04
c50a46f0-eb84-46b6-b729-2d2b50b532d3;Stop;Roupas;36;10/06/2023;Centro;Brasil;R$ 185,51;16,27;R$ 6.678,36;R$ 1.086,57;R$ 5.591,79
245d95e1-f224-44f0-a7fa-20b190b5f6dc;Nice;Eletronicos;25;18/01/2023;Norte;Brasil;R$ 188,36;2,99;R$ 4.709,00;R$ 140,80;R$ 4.568,20
dfa1af59-8a21-4188-86c8-a93d594f0cb2;How;Livros;20;27/01/2023;Sul;Brasil;R$ 194,25;3,65;R$ 3.885,00;R$ 141,80;R$ 3.743,20
f8f00f00-6db2-421c-8d87-e91cb1438d35;Consumer;Móveis;41;13/10/2022;Centro;Brasil;R$ 77,76;14,87;R$ 3.188,16;R$ 474,08;R$ 2.714,08
3e404947-ebb9-4840-b580-462030def9f0;Position;Eletronicos;45;19/01/2023;Centro;Brasil;R$ 100,46;14,96;R$ 4.520,70;R$ 676,30;R$ 3.844,40
ec9eb94b-c8ed-4a62-b7fc-f11de3a0f55c;Today;Eletronicos;24;20/03/2024;Centro;Brasil;R$ 130,00;13,97;R$ 3.120,00;R$ 435,86;R$ 2.684,14
a552825f-7bac-47de-9bd3-3806cf04d793;Great;Roupas;44;05/05/2023;Norte;Brasil;R$ 119,72;5,99;R$ 5.267,68;R$ 315,53;R$ 4.952,15
98a4659e-bb2e-40eb-90e8-d240bb6c389d;Tax;Livros;8;03/10/2022;Centro;Brasil;R$ 84,71;8,23;R$ 677,68;R$ 55,77;R$ 621,91
d0fc725a-b369-41c7-8acd-a7b0ef833bd7;Suffer;Móveis;35;20/04/2024;Centro;Brasil;R$ 12,57;6,75;R$ 439,95;R$ 29,70;R$ 410,25
0c64c691-d07b-4f9f-80af-653d84b5782a;Everybody;Móveis;16;02/05/2024;Sul;Brasil;R$ 184,71;15,63;R$ 2.955,36;R$ 461,92;R$ 2.493,44
0b1871aa-d015-4f48-ae7d-52468c24a1ea;Great;Alimentos;29;14/05/2024;Oeste;Brasil;R$ 80,04;13,9;R$ 2.321,16;R$ 322,64;R$ 1.998,52
9de29bd3-3bf6-4122-894f-f0a794ec0f6f;Plan;Livros;25;14/06/2023;Centro;Brasil;R$ 115,29;5,74;R$ 2.882,25;R$ 165,44;R$ 2.716,81
442e18ae-285c-4ae6-8c8c-fd9111ce83c8;Water;Roupas;1;09/12/2023;Norte;Brasil;R$ 42,87;3,12;R$ 42,87;R$ 1,34;R$ 41,53
15ecc5a5-0013-4918-b5c0-ec6c5fbc9dc5;Nice;Alimentos;26;18/08/2024;Norte;Brasil;R$ 90,08;17,62;R$ 2.342,08;R$ 412,67;R$ 1.929,41
0d1d3ea3-d38c-4097-b93c-45eacc423b7d;Push;Roupas;17;30/07/2024;Centro;Brasil;R$ 54,78;0,64;R$ 931,26;R$ 5,96;R$ 925,30
39b9403d-4720-4a0c-89a4-6e4d8557db75;Entire;Eletronicos;20;16/02/2023;Sul;Brasil;R$ 183,05;15,02;R$ 3.661,00;R$ 549,88;R$ 3.111,12
f7512e6c-cc00-43d5-b630-38e90d318bde;Senior;Alimentos;6;29/04/2024;Norte;Brasil;R$ 145,84;10,07;R$ 875,04;R$ 88,12;R$ 786,92
c70eb229-fc3d-4492-bb53-730ee7fc9615;Professional;Roupas;49;08/08/2024;Leste;Brasil;R$ 104,37;0,22;R$ 5.114,13;R$ 11,25;R$ 5.102,88
2d2fc47e-e12a-49cc-b627-e9f5a1a245a9;Mrs;Eletronicos;16;11/02/2023;Sul;Brasil;R$ 100,28;16,65;R$ 1.604,48;R$ 267,15;R$ 1.337,33
71e49726-5bb4-417d-a204-2fd71bee8e14;Business;Roupas;20;22/06/2023;Sul;Brasil;R$ 139,26;13,6;R$ 2.785,20;R$ 378,79;R$ 2.406,41
def78101-923b-4f51-8295-07dd26979525;Poor;Livros;14;30/09/2022;Centro;Brasil;R$ 140,81;17,52;R$ 1.971,34;R$ 345,38;R$ 1.625,96
ae0eb82c-f858-4092-bc55-fce66293c366;Glass;Roupas;11;15/05/2023;Oeste;Brasil;R$ 131,93;11,08;R$ 1.451,23;R$ 160,80;R$ 1.290,43
16f2788d-aba7-4c3b-b409-db7a0ad13a52;Read;Livros;29;13/08/2024;Norte;Brasil;R$ 185,67;16,59;R$ 5.384,43;R$ 893,28;R$ 4.491,15
8a54e0c2-f2a2-42e4-9642-4958e5f7567b;Stop;Roupas;41;11/02/2023;Centro;Brasil;R$ 148,45;18,38;R$ 6.086,45;R$ 1.118,69;R$ 4.967,76
cfac9b3a-4984-444b-8031-faf26436fea9;Poor;Eletronicos;21;06/05/2024;Centro;Brasil;R$ 52,26;10,04;R$ 1.097,46;R$ 110,18;R$ 987,28
6b7495c6-120e-46b8-acbf-9e2a0ef50093;Poor;Livros;50;02/03/2023;Leste;Brasil;R$ 11,73;14,19;R$ 586,50;R$ 83,22;R$ 503,28
c0bf7236-861b-474a-94a4-0e74e28af1d1;Consider;Móveis;42;26/07/2023;Oeste;Brasil;R$ 163,56;8,47;R$ 6.869,52;R$ 581,85;R$ 6.287,67
c3b423b8-3f58-4e31-a246-c04e2636d2c3;Mrs;Livros;27;09/01/2024;Centro;Brasil;R$ 128,04;3,14;R$ 3.457,08;R$ 108,55;R$ 3.348,53
fef7961a-a771-4952-8bff-e6821c6f6e22;Man;Eletronicos;3;09/03/2023;Norte;Brasil;R$ 136,90;19,46;R$ 410,70;R$ 79,92;R$ 330,78
194b45d9-7058-4dff-8bf3-7e66c570c02d;Tax;Livros;18;01/09/2023;Oeste;Brasil;R$ 141,01;10,43;R$ 2.538,18;R$ 264,73;R$ 2.273,45
a20f4040-529d-4dca-a15a-45866e60b1a8;Include;Roupas;6;21/05/2024;Norte;Brasil;R$ 130,84;19,56;R$ 785,04;R$ 153,55;R$ 631,49
8163c956-8813-4c05-91f2-82ed7b29b48d;Meet;Roupas;50;02/01/2024;Leste;Brasil;R$ 55,96;2,5;R$ 2.798,00;R$ 69,95;R$ 2.728,05
52a32c4a-ba59-497c-897c-b5b224d7f102;Might;Móveis;32;09/04/2024;Oeste;Brasil;R$ 93,82;4,24;R$ 3.002,24;R$ 127,29;R$ 2.874,95
a93b65d7-be1d-4c30-bd59-026af0a728d8;Firm;Livros;31;19/11/2022;Sul;Brasil;R$ 137,81;12,38;R$ 4.272,11;R$ 528,89;R$ 3.743,22
b7aef1f6-8b8e-43e8-815d-655fb767d030;East;Roupas;48;28/07/2023;Oeste;Brasil;R$ 54,59;4,38;R$ 2.620,32;R$ 114,77;R$ 2.505,55
524db04f-0cfa-4989-b579-02be0bb0d186;People;Livros;27;11/08/2023;Norte;Brasil;R$ 122,42;3,67;R$ 3.305,34;R$ 121,31;R$ 3.184,03
57a1afbf-2008-4737-82a4-0cf1cdfa9909;Stop;Alimentos;22;20/12/2022;Centro;Brasil;R$ 190,60;14,92;R$ 4.193,20;R$ 625,63;R$ 3.567,57
ddcd4592-117e-466c-95b8-bd2b0375cdef;Firm;Roupas;46;16/04/2023;Leste;Brasil;R$ 169,10;11,19;R$ 7.778,60;R$ 870,43;R$ 6.908,17
dde4231d-096d-4fa4-bd70-1f3cfca12897;Quality;Livros;28;15/10/2022;Oeste;Brasil;R$ 7,41;16,83;R$ 207,48;R$ 34,92;R$ 172,56
f23a51ae-ad43-4095-9231-7bbb4e46c5bf;Theory;Roupas;7;02/03/2024;Leste;Brasil;R$ 155,34;16,33;R$ 1.087,38;R$ 177,57;R$ 909,81
0818ceaf-be93-4fb4-9bed-72dcf77ef69f;Mrs;Alimentos;11;30/07/2023;Norte;Brasil;R$ 130,66;9,37;R$ 1.437,26;R$ 134,67;R$ 1.302,59
40fb42d3-cf12-487c-8342-c4ade4085ffa;However;Alimentos;45;06/08/2024;Norte;Brasil;R$ 183,79;6,26;R$ 8.270,55;R$ 517,74;R$ 7.752,81
445b4982-a464-46db-a53a-2d11fac8c26b;Reduce;Roupas;17;15/09/2024;Norte;Brasil;R$ 82,55;12,84;R$ 1.403,35;R$ 180,19;R$ 1.223,16
607a03d7-e37f-4db0-83ac-c3e52be52b13;Page;Alimentos;33;06/02/2024;Centro;Brasil;R$ 119,30;16,55;R$ 3.936,90;R$ 651,56;R$ 3.285,34
56bac0be-57c5-4bd9-ba4b-a3673a320cad;Person;Roupas;5;28/02/2024;Sul;Brasil;R$ 180,69;3,3;R$ 903,45;R$ 29,81;R$ 873,64
2777374e-79dd-41fd-8fe7-31a5b6fc7717;Type;Eletronicos;23;24/07/2023;Leste;Brasil;R$ 106,11;16,07;R$ 2.440,53;R$ 392,19;R$ 2.048,34
e66b78dc-6796-4228-8699-6166369de138;Force;Móveis;27;18/08/2024;Sul;Brasil;R$ 41,82;12,93;R$ 1.129,14;R$ 146,00;R$ 983,14
7e5a9b45-ee62-40b0-a569-5677cbf65141;Staff;Eletronicos;39;24/12/2023;Sul;Brasil;R$ 87,47;3,89;R$ 3.411,33;R$ 132,70;R$ 3.278,63
49f0141e-2927-4540-9148-aca59bb953fd;Under;Alimentos;47;18/03/2023;Leste;Brasil;R$ 166,80;2,17;R$ 7.839,60;R$ 170,12;R$ 7.669,48
e63940fa-1468-4241-a7a8-1be576dc8d04;Generation;Roupas;36;04/11/2022;Norte;Brasil;R$ 54,31;1,56;R$ 1.955,16;R$ 30,50;R$ 1.924,66
dce34bb0-b279-4a75-9ea0-45dbd0373ff8;Staff;Eletronicos;48;23/01/2024;Sul;Brasil;R$ 63,93;12,06;R$ 3.068,64;R$ 370,08;R$ 2.698,56
48da5924-fcfb-4e8f-b254-f9de93595fef;Red;Livros;21;09/08/2023;Leste;Brasil;R$ 193,70;16,93;R$ 4.067,70;R$ 688,66;R$ 3.379,04
37a58f3a-5c20-4df0-b324-c60004075438;Today;Livros;30;16/06/2024;Oeste;Brasil;R$ 133,40;0,56;R$ 4.002,00;R$ 22,41;R$ 3.979,59
ca26d42f-bd43-4676-9cdb-14e106339c55;Suffer;Livros;45;04/06/2023;Sul;Brasil;R$ 79,64;5,64;R$ 3.583,80;R$ 202,13;R$ 3.381,67
11db1e8e-efc7-475d-8989-00e32e8a1b42;Investment;Roupas;2;21/01/2024;Norte;Brasil;R$ 65,06;10,83;R$ 130,12;R$ 14,09;R$ 116,03
ac59359f-5370-4f7b-b8df-dedc5f0430a9;Medical;Alimentos;49;09/05/2024;Centro;Brasil;R$ 85,26;1,31;R$ 4.177,74;R$ 54,73;R$ 4.123,01
ea7f3968-0d60-45be-bffe-4c7b165e33ba;Discussion;Roupas;4;29/06/2024;Leste;Brasil;R$ 175,90;11,94;R$ 703,60;R$ 84,01;R$ 619,59
47a50368-1f87-41e3-8b4a-5f746148af12;Machine;Alimentos;42;27/12/2023;Sul;Brasil;R$ 146,89;15,13;R$ 6.169,38;R$ 933,43;R$ 5.235,95
64cdac6b-aec8-446a-84bc-091153bcc58a;Best;Móveis;42;21/10/2023;Norte;Brasil;R$ 22,33;6,18;R$ 937,86;R$ 57,96;R$ 879,90
346479f7-6025-4ed3-b83d-2fc85059d595;Knowledge;Roupas;12;18/12/2022;Norte;Brasil;R$ 129,06;11,03;R$ 1.548,72;R$ 170,82;R$ 1.377,90
6a720841-20fa-4750-b116-7df1b503935b;Bag;Móveis;41;19/02/2024;Leste;Brasil;R$ 156,45;12,77;R$ 6.414,45;R$ 819,13;R$ 5.595,32
fe97dcb9-adb3-48ad-9e41-c94b150b958d;Me;Roupas;29;07/03/2023;Oeste;Brasil;R$ 72,16;0,65;R$ 2.092,64;R$ 13,60;R$ 2.079,04
732faa16-ff05-405e-ac7b-b7eb831f9081;Might;Móveis;42;16/12/2023;Norte;Brasil;R$ 32,83;5,38;R$ 1.378,86;R$ 74,18;R$ 1.304,68
5ae5456d-76f8-4c44-9ef9-10022fa39b7c;Personal;Móveis;9;21/10/2022;Leste;Brasil;R$ 151,00;19,53;R$ 1.359,00;R$ 265,41;R$ 1.093,59
517940fa-39a0-4d01-8576-c75ede2caac7;Else;Roupas;1;01/10/2023;Sul;Brasil;R$ 186,35;11,3;R$ 186,35;R$ 21,06;R$ 165,29
cee9dbb3-c01b-4b54-ac13-fc620d6cab89;Person;Eletronicos;26;24/11/2023;Oeste;Brasil;R$ 82,60;11,27;R$ 2.147,60;R$ 242,03;R$ 1.905,57
89d3a8cf-06d3-4649-b196-d8d27b5c47d7;Indicate;Livros;13;11/02/2024;Leste;Brasil;R$ 65,08;15,8;R$ 846,04;R$ 133,67;R$ 712,37
5194126f-6a4b-4f5f-8bae-85c7606b38ed;Year;Móveis;41;29/04/2024;Leste;Brasil;R$ 197,47;0,91;R$ 8.096,27;R$ 73,68;R$ 8.022,59
00f134d9-f801-419c-90c8-452e03fbe3a9;Position;Livros;20;26/02/2023;Oeste;Brasil;R$ 164,20;6,29;R$ 3.284,00;R$ 206,56;R$ 3.077,44
1a5d15ba-519a-4c51-b93f-e3e98196d142;Business;Roupas;21;31/12/2022;Norte;Brasil;R$ 5,31;18,87;R$ 111,51;R$ 21,04;R$ 90,47
47243e77-f334-44d5-b7b1-791945277cc7;Mrs;Móveis;37;13/08/2024;Norte;Brasil;R$ 18,62;0,17;R$ 688,94;R$ 1,17;R$ 687,77
be09c974-8f14-4730-9b74-d7b587814a16;East;Livros;6;28/09/2022;Sul;Brasil;R$ 140,78;7,13;R$ 844,68;R$ 60,23;R$ 784,45
c7d31871-8c30-406f-adb7-cd0bf932fe9c;Black;Livros;8;22/06/2023;Sul;Brasil;R$ 107,37;5,65;R$ 858,96;R$ 48,53;R$ 810,43
f8f0ee83-f680-4c40-ad8e-79e52a175708;Meet;Alimentos;11;12/04/2023;Centro;Brasil;R$ 132,63;7,96;R$ 1.458,93;R$ 116,13;R$ 1.342,80
102d6db5-4fa3-4cdc-8c07-79a3617d07ae;Person;Eletronicos;16;21/02/2024;Centro;Brasil;R$ 147,94;3,9;R$ 2.367,04;R$ 92,31;R$ 2.274,73
e8c38d6c-5bb6-474d-9649-cc38e94a8bea;Indicate;Livros;34;15/06/2024;Sul;Brasil;R$ 38,27;15,04;R$ 1.301,18;R$ 195,70;R$ 1.105,48
eef06afc-0cd7-4a77-a9f6-03dbfec16cfb;Security;Roupas;46;26/03/2023;Oeste;Brasil;R$ 78,06;14,51;R$ 3.590,76;R$ 521,02;R$ 3.069,74
171b28c1-4d2d-472a-9e78-2a43a396dccd;Consumer;Roupas;50;21/09/2024;Centro;Brasil;R$ 142,29;19,48;R$ 7.114,50;R$ 1.385,90;R$ 5.728,60
56e836f0-7d27-40b9-b746-d430cdcdb52e;Draw;Alimentos;42;16/12/2023;Centro;Brasil;R$ 43,61;14,05;R$ 1.831,62;R$ 257,34;R$ 1.574,28
52605c37-e210-4589-911a-f6d45b291d3b;Center;Livros;49;18/10/2023;Oeste;Brasil;R$ 40,49;1,95;R$ 1.984,01;R$ 38,69;R$ 1.945,32
b62056f6-2f98-4a18-9af3-eeb22c2c3a0f;Hour;Móveis;9;14/08/2024;Norte;Brasil;R$ 189,95;8,15;R$ 1.709,55;R$ 139,33;R$ 1.570,22
6a75b856-a7bb-437a-81a0-d86319129b91;Second;Roupas;39;08/12/2022;Leste;Brasil;R$ 92,88;14,83;R$ 3.622,32;R$ 537,19;R$ 3.085,13
2046e76e-5f9b-4db9-a027-26250207c941;Consumer;Móveis;44;17/08/2023;Norte;Brasil;R$ 163,80;2,02;R$ 7.207,20;R$ 145,59;R$ 7.061,61
a91aa884-b716-42f1-9795-ee51ed0ae6dc;Team;Roupas;27;07/09/2023;Leste;Brasil;R$ 41,20;16,15;R$ 1.112,40;R$ 179,65;R$ 932,75
51933886-c7ef-4036-9f96-1a23550ed6cb;Stop;Móveis;21;30/01/2024;Oeste;Brasil;R$ 16,50;3;R$ 346,50;R$ 10,40;R$ 336,11
98ebf1b7-9d38-4407-877b-b2bdfa74a763;Significant;Eletronicos;29;08/12/2023;Centro;Brasil;R$ 40,63;11,74;R$ 1.178,27;R$ 138,33;R$ 1.039,94
460d7666-a293-47cd-806c-dc98dd682298;Mrs;Livros;31;30/05/2023;Oeste;Brasil;R$ 153,04;7,64;R$ 4.744,24;R$ 362,46;R$ 4.381,78
8fdf8efa-bc5c-4ab9-8bb9-e6431595418c;Person;Eletronicos;48;20/03/2024;Norte;Brasil;R$ 55,57;11,73;R$ 2.667,36;R$ 312,88;R$ 2.354,48
6a3faaaa-14ae-4ee5-b1c6-12268aaf79cd;People;Eletronicos;9;22/10/2023;Oeste;Brasil;R$ 180,94;17,04;R$ 1.628,46;R$ 277,49;R$ 1.350,97
70487e76-47bb-4a7b-b585-9dded365241c;Reduce;Livros;17;29/01/2023;Norte;Brasil;R$ 84,71;5,8;R$ 1.440,07;R$ 83,52;R$ 1.356,55
9201dea0-b2fc-4647-945e-a56adab64c8b;Particular;Móveis;12;30/03/2023;Oeste;Brasil;R$ 127,23;3,03;R$ 1.526,76;R$ 46,26;R$ 1.480,50
3c15ed9f-3d01-4ea2-b8dd-12d29956f76c;Truth;Eletronicos;44;25/09/2022;Sul;Brasil;R$ 126,76;9,26;R$ 5.577,44;R$ 516,47;R$ 5.060,97
91d46fc3-ba47-4553-9c30-97d1d8d19046;Glass;Livros;38;20/09/2023;Norte;Brasil;R$ 174,33;17,7;R$ 6.624,54;R$ 1.172,54;R$ 5.452,00
a8e22f71-205d-47c9-b9f1-986044fc31ad;Machine;Móveis;21;02/04/2024;Leste;Brasil;R$ 37,39;1,87;R$ 785,19;R$ 14,68;R$ 770,51
f25b036d-499f-4914-8139-671ef242f5a1;Business;Livros;19;29/09/2022;Centro;Brasil;R$ 62,16;14,37;R$ 1.181,04;R$ 169,72;R$ 1.011,32
3f32d13e-1b87-4506-958f-42b3e29a2ee5;Position;Livros;13;16/08/2024;Centro;Brasil;R$ 78,66;17,69;R$ 1.022,58;R$ 180,89;R$ 841,69
e2788000-fed0-418f-a139-099e8e0d0041;Security;Eletronicos;6;06/12/2023;Norte;Brasil;R$ 58,97;16,15;R$ 353,82;R$ 57,14;R$ 296,68
d0a6455d-576a-45f1-b503-e1ee35b90623;Plan;Livros;27;12/05/2024;Sul;Brasil;R$ 71,72;13,08;R$ 1.936,44;R$ 253,29;R$ 1.683,15
00c2d9a1-42be-421f-b83d-515b2edb03c4;Force;Livros;24;10/04/2023;Centro;Brasil;R$ 119,20;15,38;R$ 2.860,80;R$ 439,99;R$ 2.420,81
fc7fc57b-e38d-43af-8db1-18a697f07e78;Mrs;Roupas;12;21/05/2024;Sul;Brasil;R$ 98,19;3,22;R$ 1.178,28;R$ 37,94;R$ 1.140,34
018e2251-737a-40e4-a33a-c778212d4684;Service;Eletronicos;26;14/03/2024;Leste;Brasil;R$ 136,20;19,27;R$ 3.541,20;R$ 682,39;R$ 2.858,81
